mean_radius,std_radius,min_radius,max_radius,porosity,total_surface_area,Sample ID,Angle
9.259615384615386e-06,1.4388470068821991e-06,7.502e-06,1.272e-05,0.6652830337211639,0.010588738038924399,1.0,79.0
1.1615950495049504e-05,2.705421964768204e-06,7.519e-06,1.859e-05,0.6990938363607837,0.0073715021174214695,2.0,71.0
1.1542646341463416e-05,2.8287640383534534e-06,7.529e-06,1.746e-05,0.7574431515182233,0.005947016043689557,3.0,61.0
1.1092206896551725e-05,2.097179853160945e-06,7.529e-06,1.453e-05,0.7677972655950644,0.006063412051505059,4.0,83.0
9.180539007092198e-06,1.1451083105124544e-06,7.536e-06,1.147e-05,0.7472338786019443,0.008133306919990459,5.0,81.0
1.0176247999999997e-05,1.9065497492842929e-06,7.517e-06,1.426e-05,0.719374735238068,0.007992406489476958,6.0,73.0
1.0774854838709676e-05,3.0043902330550512e-06,7.51e-06,1.876e-05,0.6750470951015012,0.008394850791587114,7.0,66.0
1.1350705128205128e-05,2.8530823193071267e-06,7.513e-06,1.8e-05,0.7762279224794814,0.005562849527637982,8.0,88.0
1.198521212121212e-05,3.149471896641065e-06,7.512e-06,1.863e-05,0.787727697527477,0.004970150374426425,9.0,71.0
1.1034917647058822e-05,2.4747238287356657e-06,7.531e-06,1.592e-05,0.7723191133367615,0.005893426756204622,10.0,79.0
1.0900821705426357e-05,2.898763116204903e-06,7.54e-06,1.786e-05,0.6562518401010151,0.008835452878067779,11.0,78.0
1.0959025641025644e-05,2.798631489320763e-06,7.534e-06,1.758e-05,0.6865085953093839,0.008056337899977508,12.0,64.0
1.0031160256410255e-05,2.081804651962635e-06,7.55e-06,1.464e-05,0.6570750237281657,0.009832311642978354,13.0,62.0
1.0376432203389828e-05,2.035930114675918e-06,7.511e-06,1.495e-05,0.723661068166725,0.007693251470631522,14.0,81.0
8.917598901098901e-06,9.772455227050898e-07,7.504e-06,1.109e-05,0.6932318262013215,0.01019762860310839,15.0,65.0
8.739818181818182e-06,7.625874397770955e-07,7.511e-06,1.007e-05,0.7340247310097172,0.009060793035924466,16.0,72.0
9.497077380952382e-06,1.531035087919529e-06,7.506e-06,1.293e-05,0.6743953694645112,0.010024878706272795,17.0,90.0
1.0763883720930233e-05,2.203396202158949e-06,7.536e-06,1.543e-05,0.7825685148841461,0.0058163069397443,18.0,90.0
9.791551020408163e-06,1.7168080300437693e-06,7.518e-06,1.377e-05,0.6957510043611552,0.009043753037371392,19.0,73.0
