mean_radius,std_radius,min_radius,max_radius,porosity,total_surface_area,Sample ID,Angle
1.0722692913385828e-05,3.166299259417214e-06,7.541e-06,1.875e-05,0.6675105368057648,0.008556328653981631,1.0,76.0
1.0393278911564626e-05,2.3464256005846613e-06,7.513e-06,1.626e-05,0.6504807256417993,0.009599525910532657,2.0,88.0
1.1053546391752576e-05,2.6979327978784836e-06,7.614e-06,1.66e-05,0.7369943718566692,0.006736793587246109,3.0,63.0
8.891972222222222e-06,8.686920559768484e-07,7.503e-06,1.046e-05,0.7592631351415579,0.008045266927466259,4.0,72.0
1.15689e-05,2.8504770328841446e-06,7.737e-06,1.792e-05,0.7621359181737255,0.005815163400018393,5.0,82.0
9.152335365853658e-06,1.2694950661170756e-06,7.525e-06,1.23e-05,0.7067468797180154,0.009430954331926335,6.0,78.0
1.0216693430656933e-05,1.8754387459890136e-06,7.501e-06,1.464e-05,0.6904056984171096,0.008794492793050276,7.0,78.0
1.2148101123595505e-05,3.269756346091819e-06,7.546e-06,1.94e-05,0.7049872254178766,0.006793260573601732,8.0,73.0
8.894826815642458e-06,8.830113712399302e-07,7.501e-06,1.056e-05,0.7004663162793447,0.01000392428327335,9.0,70.0
1.0981540229885058e-05,2.115143183135167e-06,7.566e-06,1.573e-05,0.7721105252400191,0.006002917543367532,10.0,70.0
9.78269387755102e-06,1.5211170913538427e-06,7.516e-06,1.28e-05,0.6982355781501808,0.009035572330101447,11.0,83.0
1.1578617647058824e-05,2.9599923838803637e-06,7.512e-06,1.672e-05,0.7965889123449501,0.004947040818866618,12.0,83.0
9.544368055555557e-06,1.573921450578352e-06,7.504e-06,1.321e-05,0.7177929225605862,0.008635540771149246,13.0,88.0
9.572992366412212e-06,1.3386003998490659e-06,7.506e-06,1.216e-05,0.7436490043346677,0.007879503932692246,14.0,73.0
1.0994913580246913e-05,2.2356800616838356e-06,7.58e-06,1.51e-05,0.7864387707159806,0.005595729436350453,15.0,68.0
1.1202369747899162e-05,3.1279441065777894e-06,7.509e-06,1.797e-05,0.6628447465246681,0.008376001235665577,16.0,72.0
9.798124031007751e-06,1.4773242888356474e-06,7.528e-06,1.245e-05,0.734724794217529,0.007941682334492096,17.0,77.0
1.2098e-05,2.8223524911703684e-06,7.501e-06,1.718e-05,0.7511188333593741,0.005853076140161914,18.0,63.0
1.1303563218390806e-05,2.421970071576573e-06,7.608e-06,1.581e-05,0.7564977965468744,0.006178947262933478,19.0,88.0
9.833469512195123e-06,1.9550827080745093e-06,7.508e-06,1.456e-05,0.6547349199310024,0.010132823829850139,20.0,76.0
9.889948051948053e-06,1.7863267970538953e-06,7.502e-06,1.397e-05,0.6742312192586857,0.009569617948470483,21.0,75.0
9.232183006535948e-06,1.202539988534663e-06,7.503e-06,1.189e-05,0.7222427092668093,0.008875150042838538,22.0,73.0
1.0448852459016393e-05,2.55160861403454e-06,7.528e-06,1.756e-05,0.7043952875563408,0.00800955330218025,23.0,67.0
1.1123724137931035e-05,2.4298275360474863e-06,7.571e-06,1.628e-05,0.7637775086992288,0.006080640545617345,24.0,74.0
1.1626932038834947e-05,3.0625889874517757e-06,7.515e-06,1.851e-05,0.6881404853088673,0.0075245793610602876,25.0,64.0
1.1527836538461538e-05,3.2232042916905893e-06,7.516e-06,1.929e-05,0.6879115392937947,0.00753287944885107,26.0,71.0
9.137980000000002e-06,1.2184920323635003e-06,7.511e-06,1.167e-05,0.7330042043863445,0.008612343250995138,27.0,70.0
8.823798994974874e-06,1.02390824798929e-06,7.504e-06,1.11e-05,0.6711243513407904,0.011032871275547694,28.0,74.0
1.2447796874999999e-05,2.6916326201517984e-06,7.561e-06,1.694e-05,0.7825950418013627,0.005005556123632382,29.0,64.0
1.116371052631579e-05,2.297821919579436e-06,7.518e-06,1.623e-05,0.7932195381809086,0.0053309183083940625,30.0,72.0
1.0786345132743363e-05,2.3536516752308564e-06,7.515e-06,1.605e-05,0.7115390530043096,0.007658304393952989,31.0,65.0
1.1163858585858585e-05,2.5760608014426435e-06,7.533e-06,1.715e-05,0.7278225713564245,0.006944314631571638,32.0,74.0
1.0008519685039368e-05,1.6335594769010187e-06,7.522e-06,1.325e-05,0.7264604632384578,0.007986443746620444,33.0,79.0
1.0747934782608698e-05,2.109220821537556e-06,7.548e-06,1.494e-05,0.7688425311505549,0.006212876463592248,34.0,64.0
1.000876e-05,2.0735667200261487e-06,7.509e-06,1.469e-05,0.6717822467515928,0.009433034066263012,35.0,81.0
1.0570713114754098e-05,2.1146535408961734e-06,7.506e-06,1.519e-05,0.7030601869773787,0.008102965418142089,36.0,86.0
1.0705128787878787e-05,2.7289776762839428e-06,7.517e-06,1.754e-05,0.6625883957685597,0.008878624644313408,37.0,88.0
8.712638743455498e-06,8.024119076220823e-07,7.502e-06,1.022e-05,0.6937616887471844,0.01045593663427185,38.0,75.0
1.0997710280373832e-05,2.941267788859451e-06,7.548e-06,1.824e-05,0.7095645014097341,0.0073937697261501146,39.0,84.0
1.202663953488372e-05,3.50067513060908e-06,7.595e-06,1.968e-05,0.7174042846366547,0.006498642014548081,40.0,87.0
1.0052911764705882e-05,1.6313533002552663e-06,7.51e-06,1.338e-05,0.7784197096349615,0.006442759364426027,41.0,87.0
1.1755493975903617e-05,3.3801268970743035e-06,7.642e-06,1.883e-05,0.7399137770034621,0.006130541603326965,42.0,67.0
8.62559223300971e-06,8.713809477238866e-07,7.506e-06,1.054e-05,0.6757250135996887,0.011164416043138805,43.0,80.0
1.050178947368421e-05,2.4835345841897673e-06,7.506e-06,1.737e-05,0.675607834706984,0.008775963679579401,44.0,78.0
8.93164880952381e-06,1.1096359985528125e-06,7.503e-06,1.119e-05,0.7149748608364563,0.009428026367573193,45.0,66.0
1.1458641304347826e-05,3.0629244500239997e-06,7.511e-06,1.775e-05,0.7289278676581449,0.006623702534902184,46.0,85.0
1.0697723214285712e-05,2.334735711602606e-06,7.515e-06,1.64e-05,0.7187659963275165,0.007528167059870685,47.0,65.0
1.1616366666666666e-05,3.3667363274971343e-06,7.546e-06,1.883e-05,0.7242783318098862,0.006568900592652963,48.0,85.0
9.619282258064517e-06,1.5640352202972876e-06,7.503e-06,1.265e-05,0.7533405154288351,0.007494526885736047,49.0,67.0
9.406715083798882e-06,1.4773889667403848e-06,7.504e-06,1.289e-05,0.6600850142905705,0.010579639986599602,50.0,63.0
1.1645872093023255e-05,2.6952416416521207e-06,7.755e-06,1.73e-05,0.7426282235355053,0.006292892828479179,51.0,80.0
1.0338180952380953e-05,1.916925871239591e-06,7.578e-06,1.414e-05,0.75688215635465,0.006820454199611205,52.0,85.0
9.12089516129032e-06,1.0370894276504456e-06,7.506e-06,1.098e-05,0.7811562558261902,0.0071062260337523475,53.0,90.0
1.2095915492957746e-05,3.2931548585567645e-06,7.661e-06,1.882e-05,0.7663057424579983,0.005396062373658901,54.0,79.0
1.0726807692307693e-05,2.069609193306251e-06,7.647e-06,1.504e-05,0.740040343728998,0.007009446130465859,55.0,61.0
9.107237837837838e-06,1.1860611522795425e-06,7.504e-06,1.143e-05,0.6731806066077791,0.010586155649763146,56.0,69.0
1.1513432989690722e-05,2.639262255975881e-06,7.543e-06,1.662e-05,0.7165464536198208,0.007017080200614084,57.0,82.0
1.0779119565217391e-05,2.3829108653547865e-06,7.557e-06,1.521e-05,0.7651800482559451,0.006230902922238546,58.0,62.0
8.676544776119402e-06,7.547273463960903e-07,7.502e-06,1.006e-05,0.7871220435980792,0.007305189379689496,59.0,66.0
9.808386503067485e-06,2.0880797334667957e-06,7.501e-06,1.486e-05,0.6566863943493664,0.010045349324003586,60.0,71.0
9.852929133858266e-06,1.7252476265541552e-06,7.544e-06,1.381e-05,0.7338610282714055,0.007862288004950575,61.0,61.0
1.0971595041322316e-05,2.4177965741610684e-06,7.518e-06,1.571e-05,0.6801268436008394,0.008341324335955252,62.0,60.0
9.602201923076923e-06,1.2662620671443213e-06,7.517e-06,1.184e-05,0.7956751503602991,0.006274571060123443,63.0,83.0
9.401917910447762e-06,1.301350578853447e-06,7.509e-06,1.205e-05,0.7471645629414584,0.00791591499154735,64.0,90.0
8.9236e-06,9.17050096777706e-07,7.525e-06,1.075e-05,0.7893257971428089,0.007008579050893469,65.0,68.0
1.1012870588235295e-05,2.2976434361587054e-06,7.527e-06,1.55e-05,0.7746889304429062,0.005881652066938967,66.0,82.0
1.0767744897959183e-05,2.1162632658611153e-06,7.518e-06,1.426e-05,0.7528311298467201,0.00663026218036288,67.0,71.0
9.788631578947368e-06,1.7220798421347893e-06,7.524e-06,1.36e-05,0.6855266631308166,0.009348575489363905,68.0,84.0
8.514133004926109e-06,7.245344195873875e-07,7.521e-06,1.001e-05,0.6895660682382583,0.010859662706184674,69.0,89.0
1.0000993288590604e-05,1.8462749455191123e-06,7.525e-06,1.381e-05,0.6772356800525334,0.009362876019123046,70.0,86.0
1.1990283950617285e-05,3.218792754421331e-06,7.535e-06,1.908e-05,0.7385287951797681,0.006102311251741807,71.0,69.0
1.1748778947368421e-05,3.217015580607682e-06,7.544e-06,1.937e-05,0.7047660109042124,0.007012876749643579,72.0,90.0
8.898120418848169e-06,1.100569434311229e-06,7.508e-06,1.129e-05,0.6784251138184959,0.0106785310401493,73.0,74.0
1.0257999999999999e-05,2.1213950779906783e-06,7.518e-06,1.521e-05,0.7012451249730952,0.008378878934536265,74.0,81.0
1.030684090909091e-05,1.8610627882913594e-06,7.533e-06,1.375e-05,0.7978255666151626,0.005698861639982499,75.0,85.0
1.0326027777777778e-05,1.84756602377056e-06,7.506e-06,1.426e-05,0.7510945925581877,0.007007077369605054,76.0,87.0
1.070775925925926e-05,2.0159031468796935e-06,7.513e-06,1.436e-05,0.7314617456651079,0.007266114250264146,77.0,80.0
9.283479674796749e-06,9.517424444045746e-07,7.514e-06,1.1e-05,0.7756499998492039,0.00717456824033854,78.0,70.0
1.0648611940298508e-05,2.792511181742329e-06,7.518e-06,1.833e-05,0.6598785843842054,0.008965565079408853,79.0,76.0
9.178397727272728e-06,1.1740623245011386e-06,7.502e-06,1.173e-05,0.6843879016835601,0.01014984497884729,80.0,68.0
9.663806060606061e-06,1.519159472136303e-06,7.528e-06,1.305e-05,0.6692949325303513,0.010018714901486453,81.0,89.0
1.103177192982456e-05,2.4015147815971505e-06,7.545e-06,1.634e-05,0.6956578299171494,0.007901872072385805,82.0,80.0
1.253478125e-05,3.360459796798414e-06,7.587e-06,1.995e-05,0.7742564703173861,0.005040534616237451,83.0,89.0
1.032797037037037e-05,2.2518007146240414e-06,7.504e-06,1.564e-05,0.6840694400280061,0.008760494477353125,84.0,77.0
1.137489772727273e-05,2.576316614152552e-06,7.543e-06,1.724e-05,0.7492954169805788,0.006289411943819001,85.0,75.0
8.973689119170985e-06,1.1145314342183814e-06,7.503e-06,1.15e-05,0.6694736566892165,0.010881986863581085,86.0,60.0
1.0262705263157896e-05,1.7363749890515812e-06,7.645e-06,1.357e-05,0.784442318597306,0.006125835497531887,87.0,63.0
9.010621428571428e-06,9.493633240068777e-07,7.501e-06,1.086e-05,0.7592919563848333,0.007926156583598055,88.0,86.0
9.712871794871795e-06,1.4834959319609346e-06,7.538e-06,1.259e-05,0.76343273821582,0.007140249482190724,89.0,84.0
1.1897837209302327e-05,3.4787319824984116e-06,7.51e-06,1.89e-05,0.7232305220041694,0.006429043170900454,90.0,77.0
8.90458940397351e-06,8.517318956921713e-07,7.511e-06,1.034e-05,0.7469428035290204,0.008448326981736521,91.0,61.0
1.097746835443038e-05,2.5191739294803055e-06,7.504e-06,1.61e-05,0.790115789948294,0.005448903962092281,92.0,66.0
9.91323853211009e-06,1.4250694681221656e-06,7.506e-06,1.262e-05,0.7710189413200252,0.0067892519013757514,93.0,77.0
9.622828571428572e-06,1.4611166861726838e-06,7.513e-06,1.222e-05,0.7916697311069036,0.006348511584818333,94.0,69.0
9.683490066225167e-06,1.505106446555935e-06,7.574e-06,1.309e-05,0.6962847684718785,0.009187317538455142,95.0,81.0
1.1433326530612245e-05,3.0598833136866117e-06,7.645e-06,1.792e-05,0.7124769067739356,0.007040095508394281,96.0,62.0
9.86058940397351e-06,1.8674678016906477e-06,7.511e-06,1.442e-05,0.6814735529301432,0.009355342479939736,97.0,66.0
1.1522359223300971e-05,3.081746323911039e-06,7.506e-06,1.83e-05,0.6931087460990883,0.007456903172116655,98.0,62.0
1.2182636363636363e-05,3.124086618693843e-06,7.641e-06,1.853e-05,0.7813524390930123,0.005052020278978974,99.0,65.0
1.0973782258064516e-05,2.9284955390000665e-06,7.527e-06,1.884e-05,0.6649806031312102,0.008549838123559313,100.0,60.0
