i,E_avg,S_critical,k,f,R_squared
31,6.702581528852623e-05,0.7999999999999999,11.877029118763259,1.5,0.9842287037338113
32,0.0001440786755123564,0.7999999999887055,2.8271086802917766,1.5,0.9949468123304522
33,8.083434897684804e-05,0.7999999998308169,7.1884744962302545,1.5,0.9776064883495227
34,8.61773988789974e-05,0.799999999802527,4.9170265398037,1.5,0.9808452281570501
35,6.654885083751017e-05,0.7999999999999999,11.287609198980721,1.5,0.980864989841369
36,7.074738875946023e-05,0.7999999993865313,6.3257210275864075,1.5,0.968475228275242
37,0.0001244357142456348,0.7999999999991189,3.297543477993865,1.5,0.9946145046356836
38,0.00010064031422722951,0.7999999995280961,3.839669395400208,1.5,0.9860735977794578
39,7.204156675904101e-05,0.7999999999611959,7.87927282693053,1.5,0.984546479720468
40,0.00010506456588954328,0.7999999999641569,6.116510262935944,1.5,0.9923064181353536
41,6.556190084852092e-05,0.7999999999076864,9.312489608393788,1.5,0.9759171862819873
42,0.0001235397920899588,0.7999999956725178,2.872708526633292,1.5,0.9903449836173629
43,7.057524191071319e-05,0.799999999966633,6.945976399975642,1.5,0.9754152142000017
44,0.0001063801005532355,0.7999999989433655,4.344136400293226,1.5,0.9847929795540271
45,5.698126760979605e-05,0.7999999999851839,6.836772075508294,1.5,0.9625989810607843
46,0.00013002824452366466,0.799999998528093,3.7555763530093405,1.5,0.9921570842379589
47,5.977196621453876e-05,0.7999999986355244,6.680238429144893,1.5,0.9689196469904933
48,0.00014531685372966944,0.7999999996641713,4.045140546066593,1.5,0.9962728796104858
49,0.0001555510242614966,0.7999999992454714,2.8524972948306124,1.5,0.9928561608069719
50,6.678049741929664e-05,0.799999999767511,7.557124945239277,1.5,0.9753226449450747
51,6.0849426515636604e-05,0.7999999999999999,7.63640807988364,1.5,0.9603118984476465
52,0.00014087207679661838,0.7999999998794125,4.261098332961194,1.5,0.9964129350088665
53,7.991105931579823e-05,0.7999999996243898,7.215968862950626,1.5,0.9769265322041
54,5.569176861093425e-05,0.7999999999999905,8.885249677329199,1.5,0.9676529067833536
55,0.00015219131843330195,0.7999999982024293,3.173159494270738,1.5,0.9958473698619958
56,7.734659834702605e-05,0.7999999999999999,10.599586735739809,1.5,0.9825152769726216
57,8.465369183423902e-05,0.7999999996993011,5.943067872773168,1.5,0.9870559485350993
58,5.9599136321360866e-05,0.7999999999998203,10.463654901420027,1.5,0.9799180275306894
59,0.0001597950090381754,0.799999999279,3.262416386479669,1.5,0.9966419938725712
60,0.00014725043511974265,0.7999999990043425,2.8300674822953167,1.5,0.9882922308774756
61,0.00010904842251953778,0.7999999996032252,6.525277347366187,1.5,0.9939135115898701
62,7.861943871864292e-05,0.7999999999050132,9.892701915856254,1.5,0.9871725487908932
63,0.00015445962048274908,0.7999999999988263,3.641277214206625,1.5,0.9970637557451926
64,6.345324236747341e-05,0.7999999999809375,7.32203841036403,1.5,0.9740465350521056
65,8.254628548474396e-05,0.7999999997624533,7.559267405329352,1.5,0.9870056282502834
66,8.320233650488259e-05,0.7999999994261896,6.405620211154771,1.5,0.9830466109712716
67,6.401195646622823e-05,0.7999999999999999,12.69618366599459,1.5,0.9761568562661693
68,0.00011403208477405869,0.7999999997982041,4.752581879963239,1.5,0.992074563843567
69,9.171001246184366e-05,0.7999999994672787,4.029418740970578,1.5,0.985584278053005
70,0.00010435530275146169,0.7999999996921064,4.739260449504091,1.5,0.9820241089797151
71,8.973873349707722e-05,0.7999999995964299,6.5015538984335235,1.5,0.9859685532210989
72,8.757127864579294e-05,0.7999999999999999,9.360359293213792,1.5,0.9823475081690213
73,7.127393484324843e-05,0.7999999999999573,9.224834844089584,1.5,0.9835038827534909
74,7.610568576707873e-05,0.7999999999999999,9.561582805972886,1.5,0.9801934934345347
75,0.00011196955971252642,0.7999999991221922,4.732269205329805,1.5,0.984677594007084
76,6.515993245026888e-05,0.7999999999999988,10.235600963376221,1.5,0.9714143319558683
77,9.550806610067485e-05,0.7999999999078865,7.649416366684101,1.5,0.985362635163736
78,9.260786291870795e-05,0.7999999989623462,6.120247731482058,1.5,0.9913393790217271
79,8.536736190570118e-05,0.7999999999996078,7.9991630971760905,1.5,0.9730498168036437
80,6.720929267394195e-05,0.7999999981874967,8.523663499933427,1.5,0.9788613668939831
81,0.00011513630392628052,0.7999999965878556,3.8866893854286784,1.5,0.9814777250291177
82,0.00012056361730183972,0.7999999991139098,4.476239575764832,1.5,0.9814091991392947
83,0.00011583475422363373,0.799999992471586,3.5305749282529995,1.5,0.9846867433175966
84,9.634589694139145e-05,0.7999999995239261,5.597662943381048,1.5,0.9901153639047808
85,7.899028765760599e-05,0.7999999998859775,7.557607249435983,1.5,0.9693874872696866
86,0.00011264103834185032,0.7999999998508605,5.964654224586555,1.5,0.9795014162371518
87,7.786312907262643e-05,0.7999999998386824,7.227728257607621,1.5,0.9700869400193933
88,7.85550279280845e-05,0.7999999999999999,9.549271181986082,1.5,0.988934953839057
89,9.230066112858346e-05,0.7999999999997542,8.538386962163313,1.5,0.981554174290954
90,9.628965132797268e-05,0.7999999997702327,6.653460799231977,1.5,0.9866985940182131
91,0.00014578807009961876,0.7999999988563536,4.354087717531047,1.5,0.9920025081900168
92,8.899143999666881e-05,0.7999999999316671,9.002257114043424,1.5,0.98924306137634
93,5.978496347735796e-05,0.7999999999999968,7.427357059493025,1.5,0.9536722080533018
94,8.710655333418094e-05,0.7999999997053561,6.099163260862866,1.5,0.9810425865825471
95,7.610201776395118e-05,0.7999999999409835,9.32589258501791,1.5,0.9789533002167575
96,9.16172928899229e-05,0.7999999998679013,7.376961891108793,1.5,0.9914961435676977
97,0.00012358408581782373,0.7999999999582379,4.888367178458725,1.5,0.9878371514847921
98,0.00010156174218669479,0.7999999999115909,4.4393499556614255,1.5,0.9888778982720894
99,9.790751815205616e-05,0.7999999996357664,6.416112956702958,1.5,0.9886235329172078
